file_path,filename,crop,label,detection_type,image_type,width,height,status
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\chickpea_fusarium_wilt\specimen_012.jpg,specimen_012.jpg,Chickpea,Chickpea Fusarium Wilt,DISEASE,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\cotton_bacterial_blight\specimen_001.jpg,specimen_001.jpg,Cotton,Cotton Bacterial Blight,DISEASE,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\cotton_bacterial_blight\specimen_002.jpg,specimen_002.jpg,Cotton,Cotton Bacterial Blight,DISEASE,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\cotton_bacterial_blight\specimen_003.jpg,specimen_003.jpg,Cotton,Cotton Bacterial Blight,DISEASE,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\cotton_bacterial_blight\specimen_004.jpg,specimen_004.jpg,Cotton,Cotton Bacterial Blight,DISEASE,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\cotton_bacterial_blight\specimen_005.jpg,specimen_005.jpg,Cotton,Cotton Bacterial Blight,DISEASE,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\cotton_bacterial_blight\specimen_006.jpg,specimen_006.jpg,Cotton,Cotton Bacterial Blight,DISEASE,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\cotton_bacterial_blight\specimen_007.jpg,specimen_007.jpg,Cotton,Cotton Bacterial Blight,DISEASE,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\cotton_bacterial_blight\specimen_008.jpg,specimen_008.jpg,Cotton,Cotton Bacterial Blight,DISEASE,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\cotton_bacterial_blight\specimen_009.jpg,specimen_009.jpg,Cotton,Cotton Bacterial Blight,DISEASE,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\cotton_bacterial_blight\specimen_010.jpg,specimen_010.jpg,Cotton,Cotton Bacterial Blight,DISEASE,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\cotton_bacterial_blight\specimen_011.jpg,specimen_011.jpg,Cotton,Cotton Bacterial Blight,DISEASE,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\cotton_bacterial_blight\specimen_012.jpg,specimen_012.jpg,Cotton,Cotton Bacterial Blight,DISEASE,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\cotton_healthy\specimen_001.jpg,specimen_001.jpg,Cotton,Cotton Healthy,HEALTHY,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\cotton_healthy\specimen_002.jpg,specimen_002.jpg,Cotton,Cotton Healthy,HEALTHY,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\cotton_healthy\specimen_003.jpg,specimen_003.jpg,Cotton,Cotton Healthy,HEALTHY,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\cotton_healthy\specimen_004.jpg,specimen_004.jpg,Cotton,Cotton Healthy,HEALTHY,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\cotton_healthy\specimen_005.jpg,specimen_005.jpg,Cotton,Cotton Healthy,HEALTHY,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\cotton_healthy\specimen_006.jpg,specimen_006.jpg,Cotton,Cotton Healthy,HEALTHY,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\cotton_healthy\specimen_007.jpg,specimen_007.jpg,Cotton,Cotton Healthy,HEALTHY,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\cotton_healthy\specimen_008.jpg,specimen_008.jpg,Cotton,Cotton Healthy,HEALTHY,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\cotton_healthy\specimen_009.jpg,specimen_009.jpg,Cotton,Cotton Healthy,HEALTHY,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\cotton_healthy\specimen_010.jpg,specimen_010.jpg,Cotton,Cotton Healthy,HEALTHY,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\cotton_healthy\specimen_011.jpg,specimen_011.jpg,Cotton,Cotton Healthy,HEALTHY,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\cotton_healthy\specimen_012.jpg,specimen_012.jpg,Cotton,Cotton Healthy,HEALTHY,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\cotton_pink_bollworm_damage\specimen_001.jpg,specimen_001.jpg,Cotton,Cotton Pink Bollworm Damage,PEST,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\cotton_pink_bollworm_damage\specimen_002.jpg,specimen_002.jpg,Cotton,Cotton Pink Bollworm Damage,PEST,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\cotton_pink_bollworm_damage\specimen_003.jpg,specimen_003.jpg,Cotton,Cotton Pink Bollworm Damage,PEST,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\cotton_pink_bollworm_damage\specimen_004.jpg,specimen_004.jpg,Cotton,Cotton Pink Bollworm Damage,PEST,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\cotton_pink_bollworm_damage\specimen_005.jpg,specimen_005.jpg,Cotton,Cotton Pink Bollworm Damage,PEST,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\cotton_pink_bollworm_damage\specimen_006.jpg,specimen_006.jpg,Cotton,Cotton Pink Bollworm Damage,PEST,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\cotton_pink_bollworm_damage\specimen_007.jpg,specimen_007.jpg,Cotton,Cotton Pink Bollworm Damage,PEST,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\cotton_pink_bollworm_damage\specimen_008.jpg,specimen_008.jpg,Cotton,Cotton Pink Bollworm Damage,PEST,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\cotton_pink_bollworm_damage\specimen_009.jpg,specimen_009.jpg,Cotton,Cotton Pink Bollworm Damage,PEST,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\cotton_pink_bollworm_damage\specimen_010.jpg,specimen_010.jpg,Cotton,Cotton Pink Bollworm Damage,PEST,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\cotton_pink_bollworm_damage\specimen_011.jpg,specimen_011.jpg,Cotton,Cotton Pink Bollworm Damage,PEST,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\cotton_pink_bollworm_damage\specimen_012.jpg,specimen_012.jpg,Cotton,Cotton Pink Bollworm Damage,PEST,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\maize_fall_armyworm_damage\specimen_001.jpg,specimen_001.jpg,Maize,Maize Fall Armyworm Damage,PEST,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\maize_fall_armyworm_damage\specimen_002.jpg,specimen_002.jpg,Maize,Maize Fall Armyworm Damage,PEST,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\maize_fall_armyworm_damage\specimen_003.jpg,specimen_003.jpg,Maize,Maize Fall Armyworm Damage,PEST,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\maize_fall_armyworm_damage\specimen_004.jpg,specimen_004.jpg,Maize,Maize Fall Armyworm Damage,PEST,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\maize_fall_armyworm_damage\specimen_005.jpg,specimen_005.jpg,Maize,Maize Fall Armyworm Damage,PEST,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\maize_fall_armyworm_damage\specimen_006.jpg,specimen_006.jpg,Maize,Maize Fall Armyworm Damage,PEST,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\maize_fall_armyworm_damage\specimen_007.jpg,specimen_007.jpg,Maize,Maize Fall Armyworm Damage,PEST,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\maize_fall_armyworm_damage\specimen_008.jpg,specimen_008.jpg,Maize,Maize Fall Armyworm Damage,PEST,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\maize_fall_armyworm_damage\specimen_009.jpg,specimen_009.jpg,Maize,Maize Fall Armyworm Damage,PEST,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\maize_fall_armyworm_damage\specimen_010.jpg,specimen_010.jpg,Maize,Maize Fall Armyworm Damage,PEST,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\maize_fall_armyworm_damage\specimen_011.jpg,specimen_011.jpg,Maize,Maize Fall Armyworm Damage,PEST,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\maize_fall_armyworm_damage\specimen_012.jpg,specimen_012.jpg,Maize,Maize Fall Armyworm Damage,PEST,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\maize_healthy\specimen_001.jpg,specimen_001.jpg,Maize,Maize Healthy,HEALTHY,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\maize_healthy\specimen_002.jpg,specimen_002.jpg,Maize,Maize Healthy,HEALTHY,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\maize_healthy\specimen_003.jpg,specimen_003.jpg,Maize,Maize Healthy,HEALTHY,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\maize_healthy\specimen_004.jpg,specimen_004.jpg,Maize,Maize Healthy,HEALTHY,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\maize_healthy\specimen_005.jpg,specimen_005.jpg,Maize,Maize Healthy,HEALTHY,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\maize_healthy\specimen_006.jpg,specimen_006.jpg,Maize,Maize Healthy,HEALTHY,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\maize_healthy\specimen_007.jpg,specimen_007.jpg,Maize,Maize Healthy,HEALTHY,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\maize_healthy\specimen_008.jpg,specimen_008.jpg,Maize,Maize Healthy,HEALTHY,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\maize_healthy\specimen_009.jpg,specimen_009.jpg,Maize,Maize Healthy,HEALTHY,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\maize_healthy\specimen_010.jpg,specimen_010.jpg,Maize,Maize Healthy,HEALTHY,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\maize_healthy\specimen_011.jpg,specimen_011.jpg,Maize,Maize Healthy,HEALTHY,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\maize_healthy\specimen_012.jpg,specimen_012.jpg,Maize,Maize Healthy,HEALTHY,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\maize_northern_leaf_blight\specimen_001.jpg,specimen_001.jpg,Maize,Maize Northern Leaf Blight,DISEASE,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\maize_northern_leaf_blight\specimen_002.jpg,specimen_002.jpg,Maize,Maize Northern Leaf Blight,DISEASE,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\maize_northern_leaf_blight\specimen_003.jpg,specimen_003.jpg,Maize,Maize Northern Leaf Blight,DISEASE,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\maize_northern_leaf_blight\specimen_004.jpg,specimen_004.jpg,Maize,Maize Northern Leaf Blight,DISEASE,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\maize_northern_leaf_blight\specimen_005.jpg,specimen_005.jpg,Maize,Maize Northern Leaf Blight,DISEASE,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\maize_northern_leaf_blight\specimen_006.jpg,specimen_006.jpg,Maize,Maize Northern Leaf Blight,DISEASE,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\maize_northern_leaf_blight\specimen_007.jpg,specimen_007.jpg,Maize,Maize Northern Leaf Blight,DISEASE,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\maize_northern_leaf_blight\specimen_008.jpg,specimen_008.jpg,Maize,Maize Northern Leaf Blight,DISEASE,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\maize_northern_leaf_blight\specimen_009.jpg,specimen_009.jpg,Maize,Maize Northern Leaf Blight,DISEASE,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\maize_northern_leaf_blight\specimen_010.jpg,specimen_010.jpg,Maize,Maize Northern Leaf Blight,DISEASE,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\maize_northern_leaf_blight\specimen_011.jpg,specimen_011.jpg,Maize,Maize Northern Leaf Blight,DISEASE,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\maize_northern_leaf_blight\specimen_012.jpg,specimen_012.jpg,Maize,Maize Northern Leaf Blight,DISEASE,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\mustard_white_rust\specimen_001.jpg,specimen_001.jpg,Mustard,Mustard White Rust,DISEASE,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\mustard_white_rust\specimen_002.jpg,specimen_002.jpg,Mustard,Mustard White Rust,DISEASE,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\mustard_white_rust\specimen_003.jpg,specimen_003.jpg,Mustard,Mustard White Rust,DISEASE,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\mustard_white_rust\specimen_004.jpg,specimen_004.jpg,Mustard,Mustard White Rust,DISEASE,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\mustard_white_rust\specimen_005.jpg,specimen_005.jpg,Mustard,Mustard White Rust,DISEASE,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\mustard_white_rust\specimen_006.jpg,specimen_006.jpg,Mustard,Mustard White Rust,DISEASE,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\mustard_white_rust\specimen_007.jpg,specimen_007.jpg,Mustard,Mustard White Rust,DISEASE,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\mustard_white_rust\specimen_008.jpg,specimen_008.jpg,Mustard,Mustard White Rust,DISEASE,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\mustard_white_rust\specimen_009.jpg,specimen_009.jpg,Mustard,Mustard White Rust,DISEASE,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\mustard_white_rust\specimen_010.jpg,specimen_010.jpg,Mustard,Mustard White Rust,DISEASE,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\mustard_white_rust\specimen_011.jpg,specimen_011.jpg,Mustard,Mustard White Rust,DISEASE,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\mustard_white_rust\specimen_012.jpg,specimen_012.jpg,Mustard,Mustard White Rust,DISEASE,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\potato_early_blight\specimen_001.jpg,specimen_001.jpg,Potato,Potato Early Blight,DISEASE,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\potato_early_blight\specimen_002.jpg,specimen_002.jpg,Potato,Potato Early Blight,DISEASE,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\potato_early_blight\specimen_003.jpg,specimen_003.jpg,Potato,Potato Early Blight,DISEASE,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\potato_early_blight\specimen_004.jpg,specimen_004.jpg,Potato,Potato Early Blight,DISEASE,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\potato_early_blight\specimen_005.jpg,specimen_005.jpg,Potato,Potato Early Blight,DISEASE,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\potato_early_blight\specimen_006.jpg,specimen_006.jpg,Potato,Potato Early Blight,DISEASE,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\potato_early_blight\specimen_007.jpg,specimen_007.jpg,Potato,Potato Early Blight,DISEASE,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\potato_early_blight\specimen_008.jpg,specimen_008.jpg,Potato,Potato Early Blight,DISEASE,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\potato_early_blight\specimen_009.jpg,specimen_009.jpg,Potato,Potato Early Blight,DISEASE,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\potato_early_blight\specimen_010.jpg,specimen_010.jpg,Potato,Potato Early Blight,DISEASE,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\potato_early_blight\specimen_011.jpg,specimen_011.jpg,Potato,Potato Early Blight,DISEASE,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\potato_early_blight\specimen_012.jpg,specimen_012.jpg,Potato,Potato Early Blight,DISEASE,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\potato_healthy\specimen_001.jpg,specimen_001.jpg,Potato,Potato Healthy,HEALTHY,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\potato_healthy\specimen_002.jpg,specimen_002.jpg,Potato,Potato Healthy,HEALTHY,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\potato_healthy\specimen_003.jpg,specimen_003.jpg,Potato,Potato Healthy,HEALTHY,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\potato_healthy\specimen_004.jpg,specimen_004.jpg,Potato,Potato Healthy,HEALTHY,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\potato_healthy\specimen_005.jpg,specimen_005.jpg,Potato,Potato Healthy,HEALTHY,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\potato_healthy\specimen_006.jpg,specimen_006.jpg,Potato,Potato Healthy,HEALTHY,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\potato_healthy\specimen_007.jpg,specimen_007.jpg,Potato,Potato Healthy,HEALTHY,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\potato_healthy\specimen_008.jpg,specimen_008.jpg,Potato,Potato Healthy,HEALTHY,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\potato_healthy\specimen_009.jpg,specimen_009.jpg,Potato,Potato Healthy,HEALTHY,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\potato_healthy\specimen_010.jpg,specimen_010.jpg,Potato,Potato Healthy,HEALTHY,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\potato_healthy\specimen_011.jpg,specimen_011.jpg,Potato,Potato Healthy,HEALTHY,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\potato_healthy\specimen_012.jpg,specimen_012.jpg,Potato,Potato Healthy,HEALTHY,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\potato_late_blight\specimen_001.jpg,specimen_001.jpg,Potato,Potato Late Blight,DISEASE,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\potato_late_blight\specimen_002.jpg,specimen_002.jpg,Potato,Potato Late Blight,DISEASE,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\potato_late_blight\specimen_003.jpg,specimen_003.jpg,Potato,Potato Late Blight,DISEASE,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\potato_late_blight\specimen_004.jpg,specimen_004.jpg,Potato,Potato Late Blight,DISEASE,FIELD_IMAGE,256,256,RAW
C:\Users\risha\.gemini\antigravity\scratch\crop-disease-platform\ml\data\raw\potato_late_blight\specimen_005.jpg,specimen_005.jpg,Potato,Potato Late Blight,DISEASE,FIELD_IMAGE,256,256,RAW
